club_name,transfermarkt_url,official_name,league,league_code,league_url,league_level,league_country,table_position,years_in_league,market_value,squad_size,average_age,foreigners,foreigners_pct,national_team_players,stadium,stadium_capacity,transfer_record,status
Carolina,https://www.transfermarkt.com/carolina-core-fc/startseite/verein/103657,Carolina Core FC,MLS Next Pro,MNP3,https://www.transfermarkt.com/mls-next-pro/startseite/wettbewerb/MNP3,Third Tier,,15,3 years,,26,23.8,10,,0,Truist Point,,,ok
Al-Ettifaq,https://www.transfermarkt.com/al-ettifaq/startseite/verein/7732,Al,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,,7,10 years,€32.08m,25,27.4,11,,8,EGO Stadium,,+€17.44m,ok
Kuban,https://www.transfermarkt.com/kuban-krasnodar/startseite/verein/67241,Kuban Krasnodar,2. Division A (Phase 2),R3D2,https://www.transfermarkt.com/2-division-a-phase-2-/startseite/wettbewerb/R3D2,Third Tier,,9,2 years,€3.16m,26,25.4,0,,0,Kuban Stadium,,,ok
Iraklis,https://www.transfermarkt.com/iraklis-thessaloniki/startseite/verein/47,Iraklis Thessaloniki,Super League 2,GRS2,https://www.transfermarkt.com/super-league-2/startseite/wettbewerb/GRS2,Second Tier,,1,5 years,€8.18m,31,27.8,11,,0,Kaftanzoglio Stadio,,,ok
MirandÃ©s,https://www.transfermarkt.com/cd-mirandes/startseite/verein/13222,CD Mirandés,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,19,7 years,€18.93m,28,24.1,7,,1,Anduva,,,ok
Siena,https://www.transfermarkt.com/acn-siena-1904/startseite/verein/1387,Siena FC,Serie D - Girone E,IT4E,https://www.transfermarkt.com/serie-d-girone-e/startseite/wettbewerb/IT4E,Fourth Tier,,4,2 years,€1.75m,26,23.2,2,,0,Artemio Franchi,,,ok
Latina,https://www.transfermarkt.com/latina-calcio-1932-u19/startseite/verein/27623,Latina Primavera,Primavera A,ITJ1,https://www.transfermarkt.com/campionato-primavera-girone-a/startseite/wettbewerb/ITJ1,,,,,,13,18.6,1,,0,Impianto Sportivo Ex Fulgorcavi,,,ok
Parma,https://www.transfermarkt.com/parma-calcio-1913-u19/startseite/verein/5243,Parma Primavera,Primavera 1,IJ1,https://www.transfermarkt.com/primavera-1/startseite/wettbewerb/IJ1,,,2,1 year,€2.10m,33,19.2,14,,1,C.S. Parma FC - Mutti Training Center,,,ok
Al-Fateh,https://www.transfermarkt.com/al-fateh/startseite/verein/27221,Al,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,,12,17 years,€17.85m,31,25.4,10,,4,Al-Fateh Club Stadium,,+€10.90m,ok
Brest,https://www.transfermarkt.com/as-brest/startseite/verein/61436,AS Brest,,,,,,,,,5,27.3,1,,0,-,,,ok
AtlÃ©tico Ottawa,https://www.transfermarkt.com/atletico-ottawa/startseite/verein/79097,Atlético Ottawa,Canadian Premier League,CDN1,https://www.transfermarkt.com/canadian-premier-league/startseite/wettbewerb/CDN1,First Tier,,7,7 years,€3.60m,27,23.6,10,,3,TD Place Stadium,,,ok
MÃ¡laga B,https://www.transfermarkt.com/fc-malaga/startseite/verein/1084,Málaga CF,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,4,2 years,€27.20m,29,26.3,3,,0,La Rosaleda,,+€20k,ok
Steaua,https://www.transfermarkt.com/csa-steaua/startseite/verein/61687,CSA Steaua,Liga 2,RO2,https://www.transfermarkt.com/liga-2/startseite/wettbewerb/RO2,Second Tier,,6,5 years,€3.61m,26,26.0,4,,0,Steaua,,+€75k,ok
Ebro,https://www.transfermarkt.com/cd-ebro/startseite/verein/47880,CD Ebro,Segunda Federación - Grupo II,E4G2,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E4G2,Fourth Tier,,8,1 year,€1.15m,20,25.5,2,,0,La Almozara-El Carmen,,,ok
CE L'Hospitalet,https://www.transfermarkt.com/ce-lhospitalet/startseite/verein/9477,CE L'Hospitalet,2ª B - Grupo III,ES3C,https://www.transfermarkt.com/segunda-division-b-grupo-iii-bis-20-21-/startseite/wettbewerb/ES3C,,,,,,23,27.6,2,,0,Municipal de L’Hospitalet,,,ok
FÃ©nix,https://www.transfermarkt.com/fenix-sc/startseite/verein/139474,Fenix Sc,,,,,,,,,0,0.0,,,0,Cancha de Vega Baja,,,ok
Apollon,https://www.transfermarkt.com/apollon-limassol/startseite/verein/429,Apollon Limassol,Cyprus League,ZYP1,https://www.transfermarkt.com/protathlima-cyta/startseite/wettbewerb/ZYP1,First Tier,,3,26 years,€11.95m,26,28.0,18,,3,Limassol Arena,,+€700k,ok
Bilbao B,https://www.transfermarkt.com/athletic-bilbao/startseite/verein/621,Athletic Bilbao,LaLiga,ES1,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1,First Tier,Spain,10,87 years,€283.00m,28,27.2,3,,6,San Mamés,,,ok
Cruzeiro,https://www.transfermarkt.com/cruzeiro-fc/startseite/verein/87127,Cruzeiro FC,,,,,,,,,1,25.3,0,,0,-,,,ok
AvaÃ­,https://www.transfermarkt.com/avai-fc-sc-/startseite/verein/2035,Avaí FC,Campeonato Brasileiro Série B,BRA2,https://www.transfermarkt.com/campeonato-brasileiro-serie-b/startseite/wettbewerb/BRA2,Second Tier,,12,4 years,€8.75m,32,25.8,2,,0,Estádio Aderbal Ramos da Silva,,,ok
Brescia,https://www.transfermarkt.com/union-brescia/startseite/verein/132806,Union Brescia,Serie C - Girone A,IT3A,https://www.transfermarkt.com/serie-c-girone-a/startseite/wettbewerb/IT3A,Third Tier,,2,1 year,€7.08m,29,27.7,2,,0,Mario Rigamonti,,,ok
Pisa,https://www.transfermarkt.com/ac-pisa-1909-u19/startseite/verein/14821,Pisa Primavera,Primavera 2 - B,IJ2B,https://www.transfermarkt.com/primavera-2b/startseite/wettbewerb/IJ2B,,,5,7 years,€450k,28,18.4,2,,0,Stadio Comunale Alfredo Pagni,,,ok
Caen,https://www.transfermarkt.com/sm-caen/startseite/verein/1162,SM Caen,Championnat National,FR3,https://www.transfermarkt.com/championnat-national/startseite/wettbewerb/FR3,Third Tier,,8,1 year,€5.43m,26,26.4,13,,2,Stade Michel-d'Ornano,,+€1.80m,ok
Venezia,https://www.transfermarkt.com/venezia-fc/startseite/verein/607,Venezia FC,Serie B,IT2,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2,Second Tier,Italy,1,1 year,€64.83m,29,26.4,19,,6,Pier Luigi Penzo,,,ok
Mons,https://www.transfermarkt.com/mons-calpe-sc/startseite/verein/42546,Mons Calpe SC,Gibraltar Football League,GI1,https://www.transfermarkt.com/gibraltar-national-league/startseite/wettbewerb/GI1,First Tier,,3,10 years,€1.29m,24,29.0,16,,2,Europa Point Stadium,,,ok
Saipa,https://www.transfermarkt.com/saipa-fc/startseite/verein/6080,Saipa FC,Azadegan League,IRN2,https://www.transfermarkt.com/azadegan-league/startseite/wettbewerb/IRN2,Second Tier,,4,5 years,€2.65m,32,27.0,0,,0,Shahid Dastgerdi (Pas Ghavamin),,,ok
Bahia,https://www.transfermarkt.com/esporte-clube-bahia/startseite/verein/10010,Esporte Clube Bahia,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,6,4 years,€114.35m,32,26.7,6,,3,Arena Fonte Nova,,+€8.14m,ok
Chaves,https://www.transfermarkt.com/gd-chaves/startseite/verein/3325,GD Chaves,Liga Portugal 2,PO2,https://www.transfermarkt.com/liga-portugal-2/startseite/wettbewerb/PO2,Second Tier,,8,2 years,€8.88m,27,27.6,13,,3,Estádio Municipal Eng.º Manuel Branco Teixeira,,,ok
CuiabÃ¡,https://www.transfermarkt.com/cuiaba-u20/startseite/verein/95439,Cuiabá EC U20,CBF Brasileiro U20,CB20,https://www.transfermarkt.com/cbf-brasileiro-u20/startseite/wettbewerb/CB20,,,,,,40,18.9,1,,0,-,,,ok
Vila Nova,https://www.transfermarkt.com/vila-nova-futebol-clube-go-u19/startseite/verein/18665,Vila Nova FC U20,,,,,,,,,45,18.9,1,,0,-,,,ok
RB Salzburg,https://www.transfermarkt.com/red-bull-salzburg/startseite/verein/409,Red Bull Salzburg,Bundesliga,A1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/A1,First Tier,Austria,3,37 years,€130.40m,30,22.9,21,,7,Red Bull Arena Salzburg,,+€60.55m,ok
Start,https://www.transfermarkt.com/ik-start/startseite/verein/267,IK Start,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,15,1 year,€6.88m,26,25.6,10,,1,Sparebanken Sør Arena,,+€1.13m,ok
Astana FK,https://www.transfermarkt.com/fc-astana/startseite/verein/22220,FC Astana,Premier Liga,KAS1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/KAS1,First Tier,,4,18 years,€7.48m,23,26.6,8,,7,Astana Arena,,+€1.15m,ok
Veria,https://www.transfermarkt.com/veria-nps/startseite/verein/2079,Veria 1960,Super League 2,GRS2,https://www.transfermarkt.com/super-league-2/startseite/wettbewerb/GRS2,,,,,,23,25.8,2,,0,Dimotiko Stadio Verias,,,ok
MazatlÃ¡n,https://www.transfermarkt.com/mazatlan-fc/startseite/verein/82696,Mazatlán FC,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,16,6 years,€18.68m,31,25.4,8,,1,Estadio de Mazatlán,,,ok
Saint-Ã‰tienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618,AS Saint,Ligue 2,FR2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2,Second Tier,France,3,1 year,€82.65m,29,24.2,16,,8,Stade Geoffroy-Guichard,,,ok
NY Cosmos,https://www.transfermarkt.com/new-york-cosmos/startseite/verein/4835,New York Cosmos,USL League One,USC3,https://www.transfermarkt.com/usl-league-one/startseite/wettbewerb/USC3,Third Tier,,14,1 year,,27,24.4,8,,0,Hinchliffe Stadium,,,ok
MarÃ­timo,https://www.transfermarkt.com/cs-maritimo/startseite/verein/1301,CS Marítimo,Liga Portugal 2,PO2,https://www.transfermarkt.com/liga-portugal-2/startseite/wettbewerb/PO2,Second Tier,,1,3 years,€10.13m,25,26.4,12,,0,Estádio do Marítimo,,+€900k,ok
Adelaide,https://www.transfermarkt.com/adelaide-united/startseite/verein/875,Adelaide United,A-League Men,AUS1,https://www.transfermarkt.com/a-league/startseite/wettbewerb/AUS1,First Tier,Australia,2,21 years,€8.88m,33,23.8,5,,2,Coopers Stadium,,+€769k,ok
Ufa,https://www.transfermarkt.com/fk-ufa/startseite/verein/28095,FC Ufa,1.Division,RU2,https://www.transfermarkt.com/1-division/startseite/wettbewerb/RU2,Second Tier,,15,2 years,€6.63m,26,27.1,2,,0,Neftyanik,,,ok
Chiapas,https://www.transfermarkt.com/chiapas-fc-premier/startseite/verein/16178,Chiapas FC Premier,Liga Expansión MX Ap.,MEXB,https://www.transfermarkt.com/liga-de-expansion-mx-apertura/startseite/wettbewerb/MEXB,,,,,,1,21.1,0,,0,-,,,ok
Racing Club,https://www.transfermarkt.com/racing-club/startseite/verein/1444,Racing Club,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,8,2 years,€79.18m,30,26.2,4,,2,Presidente Perón,,+€10.17m,ok
Santos,https://www.transfermarkt.com/fc-santos/startseite/verein/221,Santos FC,Campeonato Brasileiro Série A,BRA1,https://www.transfermarkt.com/campeonato-brasileiro-serie-a/startseite/wettbewerb/BRA1,First Tier,Brazil,15,2 years,€98.95m,33,27.3,8,,2,Estádio Urbano Caldeira,,+€7.21m,ok
UniÃ³n EspaÃ±ola,https://www.transfermarkt.com/union-espanola/startseite/verein/4321,Unión Española,Liga de Ascenso,CL2B,https://www.transfermarkt.com/primera-b/startseite/wettbewerb/CL2B,Second Tier,,7,1 year,€4.90m,28,25.6,6,,0,Santa Laura - Universidad SEK,,,ok
Junior,https://www.transfermarkt.com/junior-fc/startseite/verein/11854,Junior FC,Liga DIMAYOR Apertura,COLP,https://www.transfermarkt.com/liga-dimayor-i/startseite/wettbewerb/COLP,First Tier,,2,17 years,€16.70m,26,29.4,3,,0,Metropolitano Roberto Meléndez,,+€4.95m,ok
Gent,https://www.transfermarkt.com/kaa-gent/startseite/verein/157,KAA Gent,Jupiler Pro League,BE1,https://www.transfermarkt.com/jupiler-pro-league/startseite/wettbewerb/BE1,First Tier,Belgium,4,37 years,€62.75m,29,24.3,17,,7,Planet Group arena,,+€17.85m,ok
SanluqueÃ±o,https://www.transfermarkt.com/atletico-sanluqueno/startseite/verein/21322,Atlético Sanluqueño CF,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,19,3 years,€2.70m,28,22.8,7,,0,El Palmar,,+€3k,ok
Teruel,https://www.transfermarkt.com/cd-teruel/startseite/verein/19301,CD Teruel,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,10,1 year,€3.03m,24,26.5,6,,0,Pinilla,,,ok
Orihuela,https://www.transfermarkt.com/fc-orihuela/startseite/verein/4054,Orihuela CF,Segunda Federación - Grupo V,E4G5,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-v/startseite/wettbewerb/E4G5,Fourth Tier,,8,1 year,€2.30m,25,27.6,2,,0,Los Arcos,,,ok
Oeste,https://www.transfermarkt.com/centro-oeste-futebol-clube-go-/startseite/verein/104802,Centro Oeste FC (GO),Campeonato Goiano,BRGO,https://www.transfermarkt.com/campeonato-goiano/startseite/wettbewerb/BRGO,,,,1 year,,14,25.6,0,,0,Estádio Jaime Guerra,,,ok
HonvÃ©d,https://www.transfermarkt.com/budapest-honved-fc/startseite/verein/709,Budapest Honvéd FC,Nemzeti Bajnokság II.,UN2,https://www.transfermarkt.com/nemzeti-bajnoksag-ii-/startseite/wettbewerb/UN2,Second Tier,,2,3 years,€3.59m,29,26.9,2,,0,Bozsik Aréna,,+€100k,ok
SF Deltas,https://www.transfermarkt.com/san-francisco-deltas/startseite/verein/53517,San Francisco Deltas,NASL Spring Championship,NASC,https://www.transfermarkt.com/nasl-spring-championship/startseite/wettbewerb/NASC,,,,,,0,0.0,,,0,Kezar Stadium,,,ok
Al-Orobah,https://www.transfermarkt.com/al-orubah/startseite/verein/39536,Al,Saudi First Division League,SA2L,https://www.transfermarkt.com/yelo-league/startseite/wettbewerb/SA2L,Second Tier,,5,1 year,€3.83m,25,28.2,4,,0,Al-Orobah Club Stadium,,,ok
Basel,https://www.transfermarkt.com/fc-basel-1893/startseite/verein/26,FC Basel 1893,Super League,C1,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1,First Tier,,5,32 years,€57.40m,27,24.8,16,,2,St. Jakob-Park,,+€16.19m,ok
Burgos,https://www.transfermarkt.com/burgos-cf/startseite/verein/1536,Burgos CF,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,8,5 years,€20.70m,25,26.7,5,,2,El Plantío,,+€900k,ok
LanÃºs,https://www.transfermarkt.com/club-atletico-lanus/startseite/verein/333,CA Lanús,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,6,2 years,€39.33m,28,27.0,6,,2,Ciudad de Lanús - Néstor Díaz Pérez,,+€5.44m,ok
VÃ©lez Sarsfield,https://www.transfermarkt.com/club-atletico-velez-sarsfield/startseite/verein/1029,CA Vélez Sarsfield,Torneo Apertura,ARG1,https://www.transfermarkt.com/torneo-inicial/startseite/wettbewerb/ARG1,First Tier,Argentina,3,2 years,€32.23m,27,26.1,6,,2,José Amalfitani,,+€29.92m,ok
SocuÃ©llamos,https://www.transfermarkt.com/ud-socuellamos/startseite/verein/30696,UD Socuéllamos,Segunda Federación - Grupo V,E4G5,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-v/startseite/wettbewerb/E4G5,Fourth Tier,,17,1 year,€650k,23,26.9,3,,0,Paquito Jiménez,,,ok
Al-Hazem,https://www.transfermarkt.com/al-hazm/startseite/verein/9131,Al,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,,9,1 year,€10.80m,28,28.3,10,,5,Al-Hazem Club Stadium,,+€1.72m,ok
AtlÃ©tico Baleares,https://www.transfermarkt.com/atletico-baleares/startseite/verein/18687,CD Atlético Baleares,Segunda Federación - Grupo III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,,2,2 years,€3.03m,25,26.1,4,,0,Balear,,,ok
Guangzhou,https://www.transfermarkt.com/guangzhou-alpha/startseite/verein/115892,Guangzhou Dandelion,China League Two B,CL3S,https://www.transfermarkt.com/china-league-two-b/startseite/wettbewerb/CL3S,Third Tier,,3,2 years,€50k,25,22.8,0,,0,Huadu Stadium,,+€50k,ok
Paysandu,https://www.transfermarkt.com/paysandu-futbol-club/startseite/verein/92668,Paysandú FC,Segunda División - Torneo Competencia,UR2T,https://www.transfermarkt.com/liga-de-ascenso-torneo-competencia/startseite/wettbewerb/UR2T,First Tier,,6,1 year,€1.03m,33,25.3,6,,0,-,,,ok
Club Deportivo Utrera,https://www.transfermarkt.com/cd-utrera/startseite/verein/6685,CD Utrera,Segunda Federación - Gr. IV,E4G4,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iv/startseite/wettbewerb/E4G4,,,,,,17,27.1,0,,0,San Juan Bosco,,,ok
VÃ¥lerenga,https://www.transfermarkt.com/valerenga-fotball/startseite/verein/76,Vålerenga Fotball Elite,Eliteserien,NO1,https://www.transfermarkt.com/eliteserien/startseite/wettbewerb/NO1,First Tier,Norway,10,2 years,€16.78m,26,25.6,9,,1,Intility Arena,,+€1.17m,ok
Anzhi,https://www.transfermarkt.com/anzhi-makhachkala/startseite/verein/2700,Anzhi Makhachkala,2. Division B Group 1 (-2023),RPLS,https://www.transfermarkt.com/russian-pfl-gruppe-1/startseite/wettbewerb/RPLS,,,,,,3,27.2,0,,0,Dynamo Stadium (Makhachkala),,,ok
AÃ‰K LÃ¡rnaka,https://www.transfermarkt.com/aek-larnaka/startseite/verein/2156,AEK Larnaca,Cyprus League,ZYP1,https://www.transfermarkt.com/protathlima-cyta/startseite/wettbewerb/ZYP1,First Tier,,2,16 years,€14.30m,32,28.4,22,,5,AEK Arena - Georgios Karapatakis,,+€100k,ok
Palermo,https://www.transfermarkt.com/palermo-fc/startseite/verein/458,Palermo FC,Serie B,IT2,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2,Second Tier,Italy,4,4 years,€39.60m,24,28.1,12,,4,"Comunale Renzo Barbera ""La Favorita""",,,ok
Freiburg,https://www.transfermarkt.com/sc-freiburg/startseite/verein/60,SC Freiburg,Bundesliga,L1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/L1,First Tier,Germany,7,10 years,€191.00m,25,28.1,9,,5,Europa-Park Stadion,,,ok
Penafiel,https://www.transfermarkt.com/fc-penafiel/startseite/verein/3327,FC Penafiel,Liga Portugal 2,PO2,https://www.transfermarkt.com/liga-portugal-2/startseite/wettbewerb/PO2,Second Tier,,13,11 years,€8.35m,28,27.1,17,,2,Estádio Municipal 25 de Abril,,,ok
BÃ©kÃ©scsaba,https://www.transfermarkt.com/atletico-bekescsaba-fc/startseite/verein/62598,Atletico Békéscsaba FC,,,,,,,,,0,0.0,,,0,-,,,ok
HaladÃ¡s,https://www.transfermarkt.com/szombathelyi-haladas/startseite/verein/649,Szombathelyi Haladás,NB II.,UN2,https://www.transfermarkt.com/nemzeti-bajnoksag-ii-/startseite/wettbewerb/UN2,,,,,,0,0.0,,,0,Haladás Sportkomplexum,,,ok
Debrecen,https://www.transfermarkt.com/mgm-debrecen/startseite/verein/136496,MGM Debrecen,,,,,,,,,0,0.0,,,0,-,,,ok
La Equidad,https://www.transfermarkt.com/cd-la-equidad-b/startseite/verein/24476,CD La Equidad B,,,,,,,,,0,0.0,,,0,-,,,ok
Trapani,https://www.transfermarkt.com/trapani-calcio/startseite/verein/4331,FC Trapani 1905,Serie C - Girone C,IT3C,https://www.transfermarkt.com/serie-c-girone-c/startseite/wettbewerb/IT3C,Third Tier,,20,2 years,€4.64m,30,24.5,8,,1,Polisportivo Provinciale,,+€1.19m,ok
Treviso,https://www.transfermarkt.com/acd-treviso-u19/startseite/verein/14847,Treviso Juniores,Primavera B,ITJ2,https://www.transfermarkt.com/campionato-primavera-girone-b/startseite/wettbewerb/ITJ2,,,,,,9,18.2,2,,0,Stadio Comunale di Porcellengo di Paese,,,ok
Novara,https://www.transfermarkt.com/novara-calcio/startseite/verein/6692,Novara FC,Serie C - Girone A,IT3A,https://www.transfermarkt.com/serie-c-girone-a/startseite/wettbewerb/IT3A,Third Tier,,13,4 years,€4.45m,28,24.5,3,,0,Silvio Piola,,,ok
Abha,https://www.transfermarkt.com/abha-club/startseite/verein/40039,Abha Club,Saudi First Division League,SA2L,https://www.transfermarkt.com/yelo-league/startseite/wettbewerb/SA2L,Second Tier,,1,2 years,€4.15m,29,26.0,7,,1,Prince Sultan bin Abdul Aziz Stadium,,,ok
Damac,https://www.transfermarkt.com/damac-fc/startseite/verein/50532,Damac FC,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,,15,7 years,€12.55m,29,27.4,12,,3,Damac Club Stadium,,+€2.40m,ok
Rostov,https://www.transfermarkt.com/fk-rostov/startseite/verein/1083,FC Rostov,Premier Liga,RU1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/RU1,First Tier,Russia,10,14 years,€37.95m,29,25.2,8,,7,Rostov Arena,,+€3.97m,ok
CacereÃ±o,https://www.transfermarkt.com/cp-cacereno/startseite/verein/11602,,,,,,,,,,,,,,,,,,"Message: invalid session id: session deleted as the browser has closed the connection
from disconnected: not connected to DevTools
  (Session info: ch"
JaÃ©n,https://www.transfermarkt.com/ada-jaen/startseite/verein/114373,,,,,,,,,,,,,,,,,,"Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#in"
UniÃ³n,https://www.transfermarkt.com/philadelphia-union/startseite/verein/25467,,,,,,,,,,,,,,,,,,"Message: invalid session id; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#in"
