player_name,player_url,status,name_home_country,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,transfermarkt_id,transfermarkt_url
Garry O'Connor,https://fbref.com/en/players/07fffbc5/Garry-OConnor,Success,Not found,"May 7, 1983",Not found,185cm,Scotland sct,FW,Not found,2000-2001,17 years,Hibernian,2000,15708,https://www.transfermarkt.com/garry-oconnor/profil/spieler/15708
Jamie O'Hara,https://fbref.com/en/players/7578d85c/Jamie-OHara,Success,Not found,"September 25, 1986",Not found,180cm,England eng,"MF (WM, left)",Left,2005-2006,18 years,Chesterfield,2005,38090,https://www.transfermarkt.com/jamie-ohara/profil/spieler/38090
Gary O'Neil,https://fbref.com/en/players/754d4ac4/Gary-O'Neil,Success,Not found,"May 18, 1983",Not found,178cm,England eng,MF (AM),Right,2001-2002,18 years,Portsmouth,2001,3995,https://www.transfermarkt.com/gary-oneil/profil/spieler/3995
John O'Shea,https://fbref.com/en/players/7c1f4685/John-OShea,Success,Not found,"April 30, 1981",Not found,192cm,Republic of Ireland,DF-MF (CB),Right,2001-2002,20 years,Manchester Utd,2001,3540,https://www.transfermarkt.com/john-oshea/profil/spieler/3540
Gabriel Obertan,https://fbref.com/en/players/adc264a8/Gabriel-Obertan,Success,Not found,"February 26, 1989",Not found,186cm,France,FW-MF (AM-WM),Right,2006-2007,17 years,Bordeaux,2006,43261,https://www.transfermarkt.com/gabriel-obertan/profil/spieler/43261
John Obi Mikel,https://fbref.com/en/players/424d5f72/John-Obi-Mikel,Success,Not found,"April 22, 1987",Not found,189cm,Nigeria,MF (CM-DM),Right,2005,17 years,Lyn,Not found,30739,https://www.transfermarkt.com/john-obi-mikel/profil/spieler/30739
Victor Obinna,https://fbref.com/en/players/c21b9d9d/Victor-Obinna,Success,Not found,"March 25, 1987",Not found,178cm,Nigeria,FW,Left,2005-2006,18 years,Chievo,2005,35852,https://www.transfermarkt.com/victor-obinna/profil/spieler/35852
Peter Odemwingie,https://fbref.com/en/players/b16150ac/Peter-Odemwingie,Success,Not found,"July 15, 1981",Not found,182cm,Nigeria,FW,Both,2003-2004,22 years,La Louvière,2003,12516,https://www.transfermarkt.com/peter-odemwingie/profil/spieler/12516
Jonas Olsson,https://fbref.com/en/players/48844a9b/Jonas-Olsson,Success,Not found,"March 10, 1983",Not found,193cm,Sweden,DF (CB),Left,2003,19 years,Landskrona,Not found,25248,https://www.transfermarkt.com/jonas-olsson/profil/spieler/25248
Martin Olsson,https://fbref.com/en/players/2f72f79e/Martin-Olsson,Success,Not found,"May 17, 1988 (Age: 37-192d)","Gävle, Sweden",178cm,Sweden,"DF-MF (FB-WM, left)",Left,2007-2008,19 years,Blackburn,2007,38073,https://www.transfermarkt.com/martin-olsson/profil/spieler/38073
Nedum Onuoha,https://fbref.com/en/players/b28a0b5a/Nedum-Onuoha,Success,Not found,"November 12, 1986",Not found,188cm,England eng  Other: Nigeria,"DF (CB, left)",Right,2004-2005,17 years,Manchester City,2004,28810,https://www.transfermarkt.com/nedum-onuoha/profil/spieler/28810
Brett Ormerod,https://fbref.com/en/players/fde1ce8d/Brett-Ormerod,Success,Not found,"October 18, 1976",Not found,180cm,Not found,FW,Not found,2001-2002,24 years,Southampton,2001,4113,https://www.transfermarkt.com/brett-ormerod/profil/spieler/4113
Leon Osman,https://fbref.com/en/players/a014c247/Leon-Osman,Success,Not found,"May 17, 1981",Not found,174cm,England eng,MF,Right,2002-2003,21 years,Carlisle United,2002,3620,https://www.transfermarkt.com/leon-osman/profil/spieler/3620
Michael Owen,https://fbref.com/en/players/88b3f52c/Michael-Owen,Success,Not found,"December 14, 1979",Not found,172cm,England eng,FW,Not found,1996-1997,16 years,Liverpool,1996,1397,https://www.transfermarkt.com/michael-owen/profil/spieler/1397
Daniel Pacheco,https://fbref.com/en/players/5b2a4b8d/Daniel-Pacheco,Success,Not found,"January 5, 1991 (Age: 34-324d)","Málaga, Spain",168cm,Spain,FW-MF (AM-WM),Not found,2009-2010,18 years,Liverpool,2009,28285,https://www.transfermarkt.com/daniel-pacheco/profil/spieler/28285
John Paintsil,https://fbref.com/en/players/2def72a3/John-Paintsil,Success,Not found,"June 15, 1981",Not found,178cm,Ghana,"DF-MF (DM-FB, right)",Not found,2006-2007,25 years,West Ham,2006,35235,https://www.transfermarkt.com/john-paintsil/profil/spieler/35235
Wilson Palacios,https://fbref.com/en/players/58df81fc/Wilson-Palacios,Success,Not found,"July 29, 1984",Not found,178cm,Honduras,MF (DM),Right,2007-2008,23 years,Birmingham City,2007,58361,https://www.transfermarkt.com/wilson-palacios/profil/spieler/58361
Scott Parker,https://fbref.com/en/players/65faf2a1/Scott-Parker,Success,Not found,"October 13, 1980",Not found,175cm,England eng,MF (DM),Right,1998-1999,17 years,Charlton Ath,1998,3785,https://www.transfermarkt.com/scott-parker/profil/spieler/3785
Stuart Parnaby,https://fbref.com/en/players/389cc3d7/Stuart-Parnaby,Success,Not found,"July 19, 1982",Not found,178cm,England eng,"DF (FB, right)",Not found,2002-2003,20 years,Middlesbrough,2002,3866,https://www.transfermarkt.com/stuart-parnaby/profil/spieler/3866
Roman Pavlyuchenko,https://fbref.com/en/players/fd7afe52/Roman-Pavlyuchenko,Success,Not found,"December 15, 1981",Not found,188cm,Russia,FW,Both,2001,19 years,Rotor Volgograd,Not found,15072,https://www.transfermarkt.com/roman-pavlyuchenko/profil/spieler/15072
Jermaine Pennant,https://fbref.com/en/players/c6043950/Jermaine-Pennant,Success,Not found,"January 15, 1983",Not found,175cm,England eng,"MF (AM-WM, right)",Right,2001-2002,18 years,Watford,2001,3195,https://www.transfermarkt.com/jermaine-pennant/profil/spieler/3195
James Perch,https://fbref.com/en/players/c461de51/James-Perch,Success,Not found,"September 28, 1985",Not found,180cm,Not found,DF-MF (CB-DM-FB),Right,2004-2005,18 years,Nott'ham Forest,2004,49409,https://www.transfermarkt.com/james-perch/profil/spieler/49409
Robin van Persie,https://fbref.com/en/players/3fcab3a8/Robin-van-Persie,Success,Not found,"August 6, 1983",Not found,186cm,Netherlands,FW,Left,2001-2002,17 years,Feyenoord,2001,4380,https://www.transfermarkt.com/robin-van-persie/profil/spieler/4380
Martin Petrov,https://fbref.com/en/players/011360ce/Martin-Petrov,Success,Not found,"January 15, 1979",Not found,179cm,Bulgaria,"FW-MF (WM, left)",Not found,2001-2002,22 years,Wolfsburg,2001,670,https://www.transfermarkt.com/martin-petrov/profil/spieler/670
Stiliyan Petrov,https://fbref.com/en/players/61e5c1a8/Stiliyan-Petrov,Success,Not found,"July 5, 1979",Not found,180cm,Bulgaria,MF,Not found,2000-2001,21 years,Celtic,2000,3252,https://www.transfermarkt.com/stiliyan-petrov/profil/spieler/3252
Kevin Phillips,https://fbref.com/en/players/23d97ca1/Kevin-Phillips,Success,Not found,"July 25, 1973",Not found,170cm,England eng,FW,Not found,1999-2000,26 years,Sunderland,1999,3131,https://www.transfermarkt.com/kevin-phillips/profil/spieler/3131
Matt Phillips,https://fbref.com/en/players/7bb5f40e/Matt-Phillips,Success,Not found,"March 13, 1991 (Age: 34-257d)","Aylesbury, England, United Kingdom",183cm,Scotland sct  Other: England,DF-FW-MF (AM-WM),Right,2007-2008,16 years,Wycombe,2007,77274,https://www.transfermarkt.com/matt-phillips/profil/spieler/77274
Steven Pienaar,https://fbref.com/en/players/8056f6e6/Steven-Pienaar,Success,Not found,"March 17, 1982",Not found,170cm,South Africa,MF (AM-WM),Both,2001-2002,19 years,Ajax,2001,4321,https://www.transfermarkt.com/steven-pienaar/profil/spieler/4321
Frédéric Piquionne,https://fbref.com/en/players/62f579c5/Frederic-Piquionne,Success,Not found,"December 8, 1978",Not found,188cm,"France fr  Other: Martinique , New Caledonia",FW,Not found,2001-2002,22 years,Rennes,2001,5683,https://www.transfermarkt.com/frdric-piquionne/profil/spieler/5683
Robert Pirès,https://fbref.com/en/players/59bfafcf/Robert-Pires,Success,Not found,"October 29, 1973",Not found,185cm,France,FW-MF (AM-WM),Not found,1995-1996,21 years,Metz,1995,3185,https://www.transfermarkt.com/robert-pirs/profil/spieler/3185
Mike Pollitt,https://fbref.com/en/players/a31d9d81/Mike-Pollitt,Success,Not found,"February 29, 1972",Not found,193cm,Not found,GK,Not found,2001-2002,29 years,Rotherham Utd,2001,32217,https://www.transfermarkt.com/mike-pollitt/profil/spieler/32217
Christian Poulsen,https://fbref.com/en/players/4b83b362/Christian-Poulsen,Success,Not found,"February 28, 1980",Not found,182cm,Denmark,MF (DM),Not found,2002-2003,22 years,Schalke 04,2002,1443,https://www.transfermarkt.com/christian-poulsen/profil/spieler/1443
Danny Pugh,https://fbref.com/en/players/7f60e79c/Danny-Pugh,Success,Not found,"October 19, 1982",Not found,183cm,Not found,"DF-MF (CM-FB, left)",Right,2002-2003,19 years,Manchester Utd,2002,3546,https://www.transfermarkt.com/danny-pugh/profil/spieler/3546
Jason Puncheon,https://fbref.com/en/players/fd3f57ce/Jason-Puncheon,Success,Not found,"June 18, 1986",Not found,173cm,Not found,MF (AM-WM),Left,2003-2004,17 years,Wimbledon,2003,47995,https://www.transfermarkt.com/jason-puncheon/profil/spieler/47995
Paul Rachubka,https://fbref.com/en/players/f3229025/Paul-Rachubka,Success,Not found,"May 21, 1981",Not found,185cm,England eng  Other: United States,GK,Right,2000-2001,19 years,Manchester Utd,2000,4098,https://www.transfermarkt.com/paul-rachubka/profil/spieler/4098
Rafael,https://fbref.com/en/players/1590d66a/Rafael-Clavero,Success,Not found,"January 10, 1977",Not found,175cm,Not found,"DF (FB, left)",Not found,2000-2001,23 years,Numancia,2000,357164,https://www.transfermarkt.com/rafael/profil/spieler/357164
Ramires,https://fbref.com/en/players/6ca3ad8f/Bruno-Ramires,Success,Not found,"March 18, 1994 (Age: 31-252d)",Brazil,189cm,Not found,DF-MF,Right,2014,19 years,Cruzeiro,Not found,54170,https://www.transfermarkt.com/ramires/profil/spieler/54170
Aaron Ramsey,https://fbref.com/en/players/e1618c22/Aaron-Ramsey,Success,Not found,"January 21, 2003 (Age: 22-308d)","England, United Kingdom",178cm,England eng,MF,Not found,2019-2020,16 years,Aston Villa,2019,50057,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057
Nile Ranger,https://fbref.com/en/players/161e95ac/Nile-Ranger,Success,Not found,"April 11, 1991 (Age: 34-228d)","Wood Green, England, United Kingdom",188cm,England eng,FW,Right,2009-2010,18 years,Newcastle Utd,2009,88750,https://www.transfermarkt.com/nile-ranger/profil/spieler/88750
Abdul Razak,https://fbref.com/en/players/354b46ef/Abdul-Razak-Dikeni,Success,Not found,"January 13, 2004",Not found,Not found,Not found,DF,Not found,2020-2021,16 years,Holstein Kiel,2020,224090,https://www.transfermarkt.com/abdul-razak/profil/spieler/224090
Andy Reid,https://fbref.com/en/players/8c4c0cf8/Andy-Reid,Success,Not found,"July 29, 1982",Not found,175cm,Republic of Ireland,MF,Not found,2001-2002,19 years,Nott'ham Forest,2001,10008,https://www.transfermarkt.com/andy-reid/profil/spieler/10008
Steven Reid,https://fbref.com/en/players/e26f852b/Steven-Reid,Success,Not found,"March 10, 1981",Not found,185cm,Republic of Ireland ie  Other: England,"DF-MF (FB, right)",Right,2001-2002,20 years,Millwall,2001,7330,https://www.transfermarkt.com/steven-reid/profil/spieler/7330
Winston Reid,https://fbref.com/en/players/562eed5c/Winston-Reid,Success,Not found,"July 3, 1988",Not found,190cm,New Zealand nz  Other: Denmark,DF (CB),Right,2005-2006,17 years,Midtjylland,2005,37526,https://www.transfermarkt.com/winston-reid/profil/spieler/37526
Pepe Reina,https://fbref.com/en/players/e358587b/Pepe-Reina,Success,Not found,"August 31, 1982",Not found,188cm,Spain,GK,Right,2000-2001,17 years,Barcelona,2000,7825,https://www.transfermarkt.com/pepe-reina/profil/spieler/7825
Nigel Reo-Coker,https://fbref.com/en/players/110d0643/Nigel-Reo-Coker,Success,Not found,"May 14, 1984",Not found,172cm,England eng,MF,Right,2001-2002,17 years,Wimbledon,2001,14060,https://www.transfermarkt.com/nigel-reo-coker/profil/spieler/14060
Micah Richards,https://fbref.com/en/players/ff87875a/Micah-Richards,Success,Not found,"June 24, 1988",Not found,180cm,England eng,"DF (CB-FB, right)",Right,2005-2006,17 years,Manchester City,2005,32617,https://www.transfermarkt.com/micah-richards/profil/spieler/32617
Kieran Richardson,https://fbref.com/en/players/d2bf40b4/Kieran-Richardson,Success,Not found,"October 21, 1984",Not found,175cm,England eng,"DF-MF (WM, left)",Left,2002-2003,17 years,Manchester Utd,2002,3548,https://www.transfermarkt.com/kieran-richardson/profil/spieler/3548
Sam Ricketts,https://fbref.com/en/players/3f8ef948/Sam-Ricketts,Success,Not found,"October 11, 1981",Not found,185cm,Wales wls  Other: England,DF (CB-FB),Both,2002-2003,20 years,Oxford United,2002,30434,https://www.transfermarkt.com/sam-ricketts/profil/spieler/30434
Liam Ridgewell,https://fbref.com/en/players/7c9e057e/Liam-Ridgewell,Success,Not found,"July 21, 1984",Not found,188cm,England eng,"DF (CB, left)",Left,2002-2003,18 years,Bournemouth,2002,4070,https://www.transfermarkt.com/liam-ridgewell/profil/spieler/4070
Cristian Riveros,https://fbref.com/en/players/56cc93db/Cristian-Riveros,Success,Not found,"August 29, 1998",Not found,Not found,Not found,GK,Not found,2020,21 years,Nacional,Not found,37713,https://www.transfermarkt.com/cristian-riveros/profil/spieler/37713
Jason Roberts,https://fbref.com/en/players/62487637/Jason-Roberts,Success,Not found,"January 25, 1978",Not found,185cm,Grenada gd  Other: England,FW,Not found,2001-2002,23 years,West Brom,2001,3666,https://www.transfermarkt.com/jason-roberts/profil/spieler/3666
Jack Robinson,https://fbref.com/en/players/7399c7a8/Jack-Robinson,Success,Not found,"September 1, 1993 (Age: 32-085d)","Warrington, England, United Kingdom",180cm,England eng,"DF (CB-FB, left)",Left,2009-2010,15 years,Liverpool,2009,183299,https://www.transfermarkt.com/jack-robinson/profil/spieler/183299
Paul Robinson,https://fbref.com/en/players/80cdbbe1/Paul-Robinson,Success,Not found,"December 14, 1978",Not found,178cm,England eng,"DF (CB-FB, left)",Left,1999-2000,20 years,Watford,1999,3630,https://www.transfermarkt.com/paul-robinson/profil/spieler/3630
Rubén Rochina,https://fbref.com/en/players/ecd8c01e/Ruben-Rochina,Success,Not found,"March 23, 1991",Not found,182cm,Spain,FW-MF,Left,2010-2011,19 years,Barcelona B,2010,67548,https://www.transfermarkt.com/rubn-rochina/profil/spieler/67548
Hugo Rodallega,https://fbref.com/en/players/9683d0b2/Hugo-Rodallega,Success,Not found,"July 25, 1985 (Age: 40-123d)","Candelaria, Colombia",180cm,Colombia,FW,Right,2005-2006,20 years,Monterrey,2005,37934,https://www.transfermarkt.com/hugo-rodallega/profil/spieler/37934
Rodrigo,https://fbref.com/en/players/ec2042ad/Rodrigo-Taddei,Success,Not found,"March 6, 1980",Not found,177cm,Not found,DF-FW-MF (FB-WM),Not found,2002-2003,22 years,Siena,2002,357565,https://www.transfermarkt.com/rodrigo/profil/spieler/357565
Maxi Rodríguez,https://fbref.com/en/players/4f06b1e0/Maxi-Rodriguez,Success,Not found,"January 2, 1981",Not found,180cm,Argentina,FW-MF (AM-WM),Not found,2002-2003,21 years,Espanyol,2002,7895,https://www.transfermarkt.com/maxi-rodrguez/profil/spieler/7895
Jack Rodwell,https://fbref.com/en/players/a07579ee/Jack-Rodwell,Success,Not found,"March 11, 1991",Not found,188cm,England eng,DF-MF,Right,2007-2008,16 years,Everton,2007,57079,https://www.transfermarkt.com/jack-rodwell/profil/spieler/57079
Wayne Rooney,https://fbref.com/en/players/f07be45a/Wayne-Rooney,Success,Not found,"October 24, 1985",Not found,176cm,England eng,FW-MF (AM),Right,2002-2003,16 years,Everton,2002,3332,https://www.transfermarkt.com/wayne-rooney/profil/spieler/3332
Danny Rose,https://fbref.com/en/players/d08e15e1/Danny-Rose,Success,Not found,"December 10, 1993 (Age: 31-350d)","Barnsley, England, United Kingdom",173cm,Not found,FW,Right,2010-2011,16 years,Barnsley,2010,50174,https://www.transfermarkt.com/danny-rose/profil/spieler/50174
Tomáš Rosický,https://fbref.com/en/players/dbb688e3/Tomas-Rosicky,Success,Not found,"October 4, 1980",Not found,180cm,Czech Republic,MF (AM-WM),Both,2000-2001,19 years,Dortmund,2000,132,https://www.transfermarkt.com/tom-rosick/profil/spieler/132
Wayne Routledge,https://fbref.com/en/players/1d387eee/Wayne-Routledge,Success,Not found,"January 7, 1985",Not found,169cm,England eng,FW-MF (WM),Right,2001-2002,16 years,Crystal Palace,2001,14066,https://www.transfermarkt.com/wayne-routledge/profil/spieler/14066
Bacary Sagna,https://fbref.com/en/players/6ef56efd/Bacary-Sagna,Success,Not found,"February 14, 1983",Not found,176cm,France,"DF (FB, right)",Right,2004-2005,21 years,Auxerre,2004,26764,https://www.transfermarkt.com/bacary-sagna/profil/spieler/26764
Louis Saha,https://fbref.com/en/players/7106e4fe/Louis-Saha,Success,Not found,"August 8, 1978",Not found,183cm,France,FW,Not found,1997-1998,18 years,Metz,1997,4015,https://www.transfermarkt.com/louis-saha/profil/spieler/4015
Carlos Salcido,https://fbref.com/en/players/190bc058/Carlos-Salcido,Success,Not found,"April 2, 1980",Not found,176cm,Mexico,DF-MF (CB-FB),Not found,2003-2004,23 years,Guadalajara,2003,31434,https://www.transfermarkt.com/carlos-salcido/profil/spieler/31434
Míchel Salgado,https://fbref.com/en/players/68f36bc6/Michel-Salgado,Success,Not found,"October 22, 1975",Not found,174cm,Spain,"DF (FB, right)",Not found,1994-1995,18 years,Celta Vigo,1994,7515,https://www.transfermarkt.com/mchel-salgado/profil/spieler/7515
Christopher Samba,https://fbref.com/en/players/e43cada1/Christopher-Samba,Success,Not found,"March 28, 1984",Not found,195cm,Congo cg  Other: France,DF (CB),Right,2005-2006,21 years,Hertha BSC,2005,29016,https://www.transfermarkt.com/christopher-samba/profil/spieler/29016
Conor Sammon,https://fbref.com/en/players/70c3608c/Conor-Sammon,Success,Not found,"November 6, 1986 (Age: 39-019d)","Dublin, Republic of Ireland",188cm,Republic of Ireland,FW,Right,2008-2009,21 years,Kilmarnock,2008,68331,https://www.transfermarkt.com/conor-sammon/profil/spieler/68331
Sandro,https://fbref.com/en/players/833fb62e/Sandro-Ramirez,Success,Not found,"July 9, 1995 (Age: 30-139d)","Las Palmas de Gran Canaria, Spain",175cm,Spain,FW-MF,Right,2013-2014,18 years,Barcelona B,2013,315853,https://www.transfermarkt.com/sandro/profil/spieler/315853
Tuncay Şanlı,https://fbref.com/en/players/e7a2dc67/Tuncay-Sanli,Success,Not found,"January 16, 1982",Not found,182cm,Turkey,FW-MF (AM),Not found,2002-2003,20 years,Fenerbahçe,2002,6934,https://www.transfermarkt.com/tuncay-anl/profil/spieler/6934
Roque Santa Cruz,https://fbref.com/en/players/7f2107eb/Roque-Santa-Cruz,Success,Not found,"August 16, 1981 (Age: 44-101d)","Luque, Paraguay",191cm,Paraguay,FW,Right,1999-2000,17 years,Bayern Munich,1999,215,https://www.transfermarkt.com/roque-santa-cruz/profil/spieler/215
