player_name,transfermarkt_url,status,transfermarkt_id,player_slug,home_name,dob_age,place_birth,height,citizenship,position,foot,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation
Dominic Samuel,https://www.transfermarkt.com/dominic-samuel/profil/spieler/203784,Success,203784,spieler,Dominic Samuel,11/04/1994 (31),London,"1,88 m",England  Antigua and Barbuda,Attack - Centre-Forward,right,Not found,Ebbsfleet,27/10/2023,30/06/2026,Not found,2,176,29,No,Not found,14,2,first scrap players transfer
Morgan Schneiderlin,https://www.transfermarkt.com/morgan-schneiderlin/profil/spieler/56818,Success,56818,spieler,Morgan Schneiderlin,08/11/1989 (36),Strasbourg,"1,86 m",France,Midfield - Defensive Midfield,right,Not found,AE Kifisias,1/7/2024,-,adidas,16,515,57,Yes,1/7/2024,Not found,9,first scrap players transfer
Billy Sharp,https://www.transfermarkt.com/billy-sharp/profil/spieler/49542,Success,49542,spieler,Billy Sharp,05/02/1986 (39),Sheffield,"1,75 m",England,Attack - Centre-Forward,right,Not found,Doncaster,1/7/2024,30/06/2026,Not found,0,0,0,No,Not found,14,0,first scrap players transfer
Luke Shaw,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288,Success,183288,spieler,Luke Shaw,12/07/1995 (30),London,"1,78 m",England,Defender - Left-Back,left,Not found,Man Utd,1/7/2014,30/06/2027,adidas,29,1679,329,No,Not found,23,12,first scrap players transfer
Brek Shea,https://www.transfermarkt.com/brek-shea/profil/spieler/71107,Success,71107,spieler,Brek Shea,28/02/1990 (35),"College Station, Texas","1,90 m",United States  Norway,Midfield - Left Midfield,left,Not found,Miami,4/5/2023,-,adidas,8,528,75,Yes,4/5/2023,Not found,6,first scrap players transfer
Itay Shechter,https://www.transfermarkt.com/itay-shechter/profil/spieler/44760,Success,44760,spieler,Itay Shechter,22/02/1987 (38),Ramat Yishai,"1,78 m",Israel  Romania,Attack - Centre-Forward,both,Not found,H. Petah Tikva,18/04/2024,-,Not found,6,211,22,Yes,18/04/2024,Not found,4,first scrap players transfer
Maicon Sisenando,https://www.transfermarkt.com/maicon-sisenando/profil/spieler/18301,Success,18301,spieler,Maicon,26/07/1981 (44),Novo Hamburgo,"1,85 m",Brazil,Defender - Right-Back,right,Not found,Tre Penne,16/07/2021,-,Nike,19,626,125,Yes,16/07/2021,Not found,8,first scrap players transfer
Moussa Sissoko,https://www.transfermarkt.com/moussa-sissoko/profil/spieler/46001,Success,46001,spieler,Moussa Sissoko,16/08/1989 (36),Le Blanc-Mesnil,"1,87 m",France  Mali,Midfield - Central Midfield,right,Not found,Watford,10/7/2024,30/06/2026,adidas,8,192,37,No,Not found,17,4,first scrap players transfer
Alex Smith,https://www.transfermarkt.com/alex-smith/profil/spieler/33754,Success,33754,spieler,Alex Smithies,05/03/1990 (35),Huddersfield,"1,89 m",England,Goalkeeper,right,Not found,Leicester,22/01/2024,-,Not found,2,91,19,Yes,22/01/2024,Not found,2,first scrap players transfer
Robert Snodgrass,https://www.transfermarkt.com/robert-snodgrass/profil/spieler/22614,Success,22614,spieler,Robert Snodgrass,07/09/1987 (38),Glasgow,"1,82 m",Scotland,Attack - Right Winger,left,Not found,Heart of Midl.,16/01/2024,-,Nike,13,667,121,Yes,16/01/2024,Not found,8,first scrap players transfer
Enda Stevens,https://www.transfermarkt.com/enda-stevens/profil/spieler/85706,Success,85706,spieler,Enda Stevens,09/07/1990 (35),Dublin,"1,83 m",Ireland,Defender - Left-Back,left,Not found,Without Club,1/7/2025,-,Not found,10,434,87,No,Not found,Not found,6,first scrap players transfer
Ki Sung-yueng,https://www.transfermarkt.com/ki-sung-yueng/profil/spieler/81796,Success,81796,spieler,Sung-yueng Ki,24/01/1989 (36),Gwangju,"1,88 m","Korea, South",Midfield - Defensive Midfield,right,Not found,Pohang Steelers,3/7/2025,-,Nike,18,1049,133,No,Not found,40,10,first scrap players transfer
Suso,https://www.transfermarkt.com/suso/profil/spieler/111961,Success,111961,spieler,Suso,19/11/1993 (32),Cádiz,"1,77 m",Spain,Attack - Right Winger,left,Not found,Cádiz CF,1/7/2025,30/06/2029,Not found,14,421,82,No,Not found,11,10,first scrap players transfer
Yacouba Sylla,https://www.transfermarkt.com/yacouba-sylla/profil/spieler/160080,Success,160080,spieler,Yacouba Sylla,29/11/1990 (34),Étampes,"1,84 m",Mali  France,Midfield - Defensive Midfield,right,Not found,Without Club,1/7/2025,-,Not found,2,81,12,No,Not found,Not found,2,first scrap players transfer
Jay Tabb,https://www.transfermarkt.com/jay-tabb/profil/spieler/42284,Success,42284,spieler,Jay Tabb,21/02/1984 (41),Tooting,"1,70 m",Ireland  England,Midfield - Left Midfield,left,Not found,Ipswich,1/7/2016,-,Not found,0,0,0,Yes,1/7/2016,Not found,0,first scrap players transfer
James Tavernier,https://www.transfermarkt.com/james-tavernier/profil/spieler/62094,Success,62094,spieler,James Tavernier,31/10/1991 (34),Bradford,"1,82 m",England,Defender - Right-Back,right,Not found,Rangers,20/07/2015,31/05/2026,Castore,3,57,12,No,Not found,2,3,first scrap players transfer
Stuart Taylor,https://www.transfermarkt.com/stuart-taylor/profil/spieler/3190,Success,3190,spieler,Stuart Taylor,28/11/1980 (44),Romford,"1,98 m",England,Goalkeeper,right,Not found,Southampton,1/7/2018,-,Not found,2,167,31,Yes,1/7/2018,Not found,2,first scrap players transfer
Alexander Tettey,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384,Success,12384,spieler,Alexander Tettey,04/04/1986 (39),Accra,"1,81 m",Norway,Midfield - Defensive Midfield,right,Not found,Rosenborg,1/1/2022,-,Not found,10,467,71,Yes,1/1/2022,Not found,6,first scrap players transfer
Dwight Tiendalli,https://www.transfermarkt.com/dwight-tiendalli/profil/spieler/29356,Success,29356,spieler,Dwight Tiendalli,21/10/1985 (40),Paramaribo,"1,76 m",Netherlands  Suriname,Defender - Right-Back,right,Not found,AFC Zat.,1/7/2024,-,Not found,2,70,25,Yes,1/7/2024,Not found,2,first scrap players transfer
Andros Townsend,https://www.transfermarkt.com/andros-townsend/profil/spieler/61842,Success,61842,spieler,Andros Townsend,16/07/1991 (34),London,"1,81 m",England,Attack - Right Winger,left,Not found,Kanchanaburi FC,3/8/2025,30/06/2026,adidas,7,594,82,No,Not found,30,5,first scrap players transfer
Ricardo Vaz Tê,https://www.transfermarkt.com/ricardo-vaz-t/profil/spieler/9413,Success,9413,spieler,Ricardo Vaz Tê,01/10/1986 (39),Lisboa,"1,88 m",Portugal  Guinea-Bissau,Attack - Right Winger,right,Not found,Portimonense,1/7/2021,-,Not found,9,619,114,Yes,1/7/2021,Not found,6,first scrap players transfer
Jan Vertonghen,https://www.transfermarkt.com/jan-vertonghen/profil/spieler/43250,Success,43250,spieler,Jan Vertonghen,24/04/1987 (38),Sint-Niklaas,"1,89 m",Belgium,Defender - Centre-Back,left,Not found,RSC Anderlecht,1/7/2025,-,Nike,28,849,154,Yes,1/7/2025,Not found,12,first scrap players transfer
Ron Vlaar,https://www.transfermarkt.com/ron-vlaar/profil/spieler/30697,Success,30697,spieler,Ron Vlaar,16/02/1985 (40),Hensbroek,"1,89 m",Netherlands,Defender - Centre-Back,right,Not found,AZ Alkmaar,10/2/2021,-,Not found,24,1336,167,Yes,10/2/2021,Not found,10,first scrap players transfer
James Ward-Prowse,https://www.transfermarkt.com/james-ward-prowse/profil/spieler/181579,Success,181579,spieler,James Ward-Prowse,01/11/1994 (31),Portsmouth,"1,77 m",England,Midfield - Central Midfield,right,Not found,West Ham,14/08/2023,30/06/2027,Not found,4,99,31,No,Not found,8,4,first scrap players transfer
Ashley Westwood,https://www.transfermarkt.com/ashley-westwood/profil/spieler/91317,Success,91317,spieler,Ashley Westwood,01/04/1990 (35),Nantwich,"1,74 m",England,Midfield - Defensive Midfield,right,Not found,Charlotte,31/01/2023,31/12/2026,Not found,9,398,58,No,Not found,8,7,first scrap players transfer
Steven Whittaker,https://www.transfermarkt.com/steven-whittaker/profil/spieler/12704,Success,12704,spieler,Steven Whittaker,16/06/1984 (41),Edinburgh,"1,85 m",Scotland,Defender - Right-Back,right,Not found,Dunfermline A.,1/7/2021,-,Not found,6,318,52,Yes,1/7/2021,Not found,5,first scrap players transfer
Derrick Williams,https://www.transfermarkt.com/derrick-williams/profil/spieler/128287,Success,128287,spieler,Derrick Williams,17/01/1993 (32),Hamburg,"1,80 m",Ireland  United States,Defender - Centre-Back,left,Not found,Reading,15/08/2025,30/06/2027,Not found,10,742,93,No,Not found,33,5,first scrap players transfer
Andre Wisdom,https://www.transfermarkt.com/andre-wisdom/profil/spieler/128912,Success,128912,spieler,Andre Wisdom,09/05/1993 (32),Leeds,"1,86 m",England  Jamaica,Defender - Right-Back,right,Not found,FC United,11/7/2025,-,Umbro,4,133,22,No,Not found,Not found,3,first scrap players transfer
Claudio Yacob,https://www.transfermarkt.com/claudio-yacob/profil/spieler/45330,Success,45330,spieler,Claudio Yacob,18/07/1987 (38),Carcarañá,"1,82 m",Argentina  Italy,Midfield - Defensive Midfield,right,Not found,Universitario,1/1/2023,-,Under Armour,4,84,19,Yes,1/1/2023,Not found,4,first scrap players transfer
Mapou Yanga-Mbiwa,https://www.transfermarkt.com/mapou-yanga-mbiwa/profil/spieler/57480,Success,57480,spieler,Mapou Yanga-Mbiwa,15/05/1989 (36),Bangui,"1,84 m",France  Central African Republic,Defender - Centre-Back,right,Not found,Istres FC,30/01/2025,-,Not found,3,57,13,No,Not found,15,2,first scrap players transfer
Maya Yoshida,https://www.transfermarkt.com/maya-yoshida/profil/spieler/81789,Success,81789,spieler,Maya Yoshida,24/08/1988 (37),"Nagasaki, Nagasaki","1,89 m",Japan,Defender - Centre-Back,right,Not found,LA Galaxy,2/8/2023,31/12/2026,Mizuno,13,545,93,No,Not found,4,9,first scrap players transfer
Adrián,https://www.transfermarkt.com/adrin/profil/spieler/34495,Success,34495,spieler,Adriano,26/10/1984 (41),Curitiba,"1,72 m",Brazil  Spain,Defender - Left-Back,both,Not found,KAS Eupen,1/7/2022,-,Not found,25,456,59,Yes,1/7/2022,Not found,10,first scrap players transfer
Chuba Akpom,https://www.transfermarkt.com/chuba-akpom/profil/spieler/197642,Success,197642,spieler,Chuba Akpom,09/10/1995 (30),London,"1,83 m",England  Nigeria,Attack - Centre-Forward,right,Not found,Ipswich,10/8/2025,30/06/2026,Nike,6,176,35,No,Not found,29,5,first scrap players transfer
Luis Alberto,https://www.transfermarkt.com/luis-alberto/profil/spieler/44352,Success,44352,spieler,Luis Suárez,24/01/1987 (38),Salto,"1,82 m",Uruguay,Attack - Centre-Forward,right,Not found,Miami,1/1/2024,31/12/2025,Puma,24,440,62,No,Not found,9,11,first scrap players transfer
Jozy Altidore,https://www.transfermarkt.com/jozy-altidore/profil/spieler/39378,Success,39378,spieler,Jozy Altidore,06/11/1989 (36),"Livingston, New Jersey","1,85 m",United States  Haiti,Attack - Centre-Forward,right,Not found,Without Club,1/1/2025,-,Not found,19,585,83,No,Not found,Not found,9,first scrap players transfer
Morgan Amalfitano,https://www.transfermarkt.com/morgan-amalfitano/profil/spieler/39883,Success,39883,spieler,Morgan Amalfitano,20/03/1985 (40),Nice,"1,78 m",France  Italy,Midfield - Right Midfield,right,Not found,Stade Rennais,2/8/2018,-,Not found,4,131,17,Yes,2/8/2018,Not found,3,first scrap players transfer
Jordi Amat,https://www.transfermarkt.com/jordi-amat/profil/spieler/85289,Success,85289,spieler,Jordi Amat,21/03/1992 (33),Barcelona,"1,85 m",Indonesia  Spain,Defender - Centre-Back,right,Not found,Persija,5/7/2025,31/05/2027,Not found,8,299,35,No,Not found,21,4,first scrap players transfer
Fernando Amorebieta,https://www.transfermarkt.com/fernando-amorebieta/profil/spieler/35548,Success,35548,spieler,Fernando Amorebieta,29/03/1985 (40),Cantaura,"1,91 m",Venezuela  Spain,Defender - Centre-Back,left,Not found,Iurretako,1/7/2022,-,Not found,14,356,90,Yes,1/7/2022,Not found,7,first scrap players transfer
Pablo Armero,https://www.transfermarkt.com/pablo-armero/profil/spieler/73786,Success,73786,spieler,Pablo Armero,02/11/1986 (39),Tumaco,"1,74 m",Colombia,Midfield - Left Midfield,left,Not found,Guarani,1/12/2019,-,Not found,2,37,8,Yes,1/12/2019,Not found,2,first scrap players transfer
Adam Armstrong,https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426,Success,250426,spieler,Adam Armstrong,10/02/1997 (28),West Denton,"1,73 m",England,Attack - Centre-Forward,right,Not found,Southampton,10/8/2021,30/06/2027,Not found,2,28,5,No,Not found,9,2,first scrap players transfer
Marko Arnautović,https://www.transfermarkt.com/marko-arnautovi/profil/spieler/41384,Success,41384,spieler,Marko Arnautovic,19/04/1989 (36),Wien,"1,92 m",Austria  Serbia,Attack - Centre-Forward,both,Not found,Red Star,21/07/2025,30/06/2027,Puma,40,621,98,No,Not found,89,12,first scrap players transfer
Iago Aspas,https://www.transfermarkt.com/iago-aspas/profil/spieler/72047,Success,72047,spieler,Iago Aspas,01/08/1987 (38),Moaña,"1,76 m",Spain,Attack - Centre-Forward,left,Not found,Celta de Vigo,7/7/2015,30/06/2026,Not found,9,267,43,No,Not found,10,8,first scrap players transfer
El-Hadji Ba,https://www.transfermarkt.com/el-hadji-ba/profil/spieler/169090,Success,169090,spieler,El-Hadji Ba,05/03/1993 (32),Paris,"1,83 m",Mauritania  France,Midfield - Central Midfield,right,Not found,Without Club,13/07/2023,-,Not found,1,164,15,No,Not found,Not found,1,first scrap players transfer
Leandro Bacuna,https://www.transfermarkt.com/leandro-bacuna/profil/spieler/126014,Success,126014,spieler,Leandro Bacuna,21/08/1991 (34),Groningen,"1,80 m",Curacao  Netherlands,Midfield - Central Midfield,right,Not found,Bandirmaspor,4/7/2025,30/06/2027,Not found,3,177,30,No,Not found,7,1,first scrap players transfer
Nabil Bentaleb,https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537,Success,245537,spieler,Nabil Bentaleb,24/11/1994 (31),Lille,"1,87 m",Algeria  France,Midfield - Defensive Midfield,left,Not found,Lille,28/08/2023,30/06/2026,Not found,17,761,139,No,Not found,6,8,first scrap players transfer
Saido Berahino,https://www.transfermarkt.com/saido-berahino/profil/spieler/128897,Success,128897,spieler,Saido Berahino,04/08/1993 (32),Bujumbura,"1,80 m",Burundi  England,Attack - Centre-Forward,right,Not found,Without Club,1/7/2025,-,Nike,3,151,28,No,Not found,Not found,3,first scrap players transfer
Thievy Bifouma,https://www.transfermarkt.com/thievy-bifouma/profil/spieler/181477,Success,181477,spieler,Thievy Bifouma,13/05/1992 (33),Saint Denis,"1,80 m",Congo  France,Attack - Left Winger,right,Not found,Persepolis FC,1/7/2025,30/06/2027,Not found,11,157,25,No,Not found,23,6,first scrap players transfer
Kim Bo-kyung,https://www.transfermarkt.com/kim-bo-kyung/profil/spieler/128375,Success,128375,spieler,Bo-kyung Kim,06/10/1989 (36),"Gurye, Jeollanam","1,78 m","Korea, South",Midfield - Attacking Midfield,left,Not found,FC Anyang,23/01/2025,-,Not found,5,123,20,No,Not found,24,5,first scrap players transfer
Derek Boateng,https://www.transfermarkt.com/derek-boateng/profil/spieler/18091,Success,18091,spieler,Derek Boateng,02/05/1983 (42),Accra,N/A,Ghana,Midfield - Defensive Midfield,N/A,Not found,OFI Crete FC,1/7/2017,-,Not found,3,48,5,Yes,1/7/2017,Not found,2,first scrap players transfer
Yannick Bolasie,https://www.transfermarkt.com/yannick-bolasie/profil/spieler/75471,Success,75471,spieler,Yannick Bolasie,24/05/1989 (36),Lyon,"1,85 m",DR Congo  England,Attack - Centre-Forward,right,Not found,Cruzeiro,1/1/2025,31/12/2025,Not found,7,491,95,No,Not found,11,6,first scrap players transfer
Wilfried Bony,https://www.transfermarkt.com/wilfried-bony/profil/spieler/81808,Success,81808,spieler,Wilfried Bony,10/12/1988 (36),Bingerville,"1,83 m",Cote d'Ivoire  England,Attack - Centre-Forward,right,Not found,Always Ready,1/7/2023,-,Not found,11,566,76,Yes,1/7/2023,Not found,7,first scrap players transfer
Marco Borriello,https://www.transfermarkt.com/marco-borriello/profil/spieler/5825,Success,5825,spieler,Marco Borriello,18/06/1982 (43),Napoli,"1,86 m",Italy,Attack - Centre-Forward,left,Not found,UD Ibiza,30/01/2019,-,Nike,14,361,54,Yes,30/01/2019,Not found,7,first scrap players transfer
George Boyd,https://www.transfermarkt.com/george-boyd/profil/spieler/45623,Success,45623,spieler,George Boyd,02/10/1985 (40),Chatham,"1,86 m",Scotland  England,Attack - Left Winger,left,Not found,Wythenshawe,18/12/2023,-,Not found,0,0,0,No,Not found,Not found,0,first scrap players transfer
Robbie Brady,https://www.transfermarkt.com/robbie-brady/profil/spieler/128229,Success,128229,spieler,Robbie Brady,14/01/1992 (33),Dublin,"1,76 m",Ireland,Midfield - Left Midfield,left,Not found,Preston,4/7/2022,30/06/2026,Not found,22,749,122,No,Not found,11,9,first scrap players transfer
Liam Bridcutt,https://www.transfermarkt.com/liam-bridcutt/profil/spieler/40612,Success,40612,spieler,Liam Bridcutt,08/05/1989 (36),Reading,"1,75 m",Scotland  England,Midfield - Defensive Midfield,right,Not found,Blackpool,1/7/2023,-,Not found,2,85,17,Yes,1/7/2023,Not found,1,first scrap players transfer
Alex Bruce,https://www.transfermarkt.com/alex-bruce/profil/spieler/37957,Success,37957,spieler,Alex Bruce,28/09/1984 (41),Norwich,"1,80 m",Northern Ireland  Ireland,Defender - Centre-Back,right,Not found,Macclesfield,3/2/2022,-,Not found,2,223,32,Yes,3/2/2022,Not found,2,first scrap players transfer
Dan Burn,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Success,134270,spieler,Dan Burn,09/05/1992 (33),Blyth,"2,01 m",England,Defender - Centre-Back,left,Not found,Newcastle,31/01/2022,30/06/2027,Not found,7,240,47,No,Not found,33,5,first scrap players transfer
Jack Butland,https://www.transfermarkt.com/jack-butland/profil/spieler/128899,Success,128899,spieler,Jack Butland,10/03/1993 (32),Bristol,"1,96 m",England,Goalkeeper,right,Not found,Rangers,1/7/2023,31/05/2027,Nike,5,566,88,No,Not found,1,5,first scrap players transfer
Cabral,https://www.transfermarkt.com/cabral/profil/spieler/231572,Success,231572,spieler,Nélson Semedo,16/11/1993 (32),Lisboa,"1,77 m",Portugal  Cape Verde,Defender - Right-Back,right,Not found,Fenerbahçe,30/07/2025,30/06/2027,Nike,9,320,56,No,Not found,27,7,first scrap players transfer
Cala,https://www.transfermarkt.com/cala/profil/spieler/237686,Success,237686,spieler,Zózimo,19/06/1932,Salvador,"1,76 m",Brazil,Defender - Centre-Back,Not found,Not found,Not found,Not found,Not found,Not found,0,0,0,No,Not found,Not found,0,first scrap players transfer
José Campaña,https://www.transfermarkt.com/jos-campaa/profil/spieler/120095,Success,120095,spieler,José Campaña,31/05/1993 (32),Sevilla,"1,79 m",Spain,Midfield - Central Midfield,right,Not found,Without Club,1/7/2025,-,Nike,11,697,96,No,Not found,Not found,6,first scrap players transfer
José Cañas,https://www.transfermarkt.com/jos-caas/profil/spieler/7657,Success,7657,spieler,Juanjo Cañas,17/04/1972 (53),Rota,"1,79 m",Spain,Midfield - Defensive Midfield,right,Not found,CD Alcalá,1/1/2009,-,Not found,0,0,0,Yes,1/1/2009,Not found,0,first scrap players transfer
Étienne Capoue,https://www.transfermarkt.com/tienne-capoue/profil/spieler/63494,Success,63494,spieler,Étienne Capoue,11/07/1988 (37),Niort,"1,89 m",France  Guadeloupe,Midfield - Defensive Midfield,right,Not found,Villarreal,1/7/2024,-,Not found,8,309,57,Yes,1/7/2024,Not found,5,first scrap players transfer
