"rank","player_name.x","nation","position.x","current_club.x","age","dob","matches_played","starts","minutes","X90s","goals_12","assists_13","goals_assists_14","goals_PK_15","penalty_goals","penalty_attempts","yellow_cards","red_cards","goals_20","assists_21","GA_22","goals_PK_23","goals_assists_minus_PK","matches","season2","goals_against","goals_against_per_90","shots_on_target_against","saves","save_percentage_31","wins","draws","losses","clean_sheets","CS.","penalties_against","penalty_saves","penalty_misses","save_percentage_40","transfermarkt_id","player_name.x.x","transfermarkt_url.x","first_tier_debut_date","first_tier_debut_age","first_tier_debut_age.1","first_tier_debut_competition","second_tier_debut_date","second_tier_debut_age","second_tier_debut_age.1","second_tier_debut_competition","debut_age_transfermarket","explanation.x","player_name.y","player_url.x","status.x","player_slug","home_name","dob_age.x","place_birth.x","height.x","citizenship.x","position.x.x","foot.x","agent","current_club","joined","contract_expires","outfitter","injury_count_total","days_missed_total","games_missed_total","retired","retirement_date","shirt_number","injury_seasons","explanation.y","player_name","player_url.y","status.y","name_home_country","dob_age.y","place_birth.y","height.y","citizenship.y","position.y","foot.y","debut_season","debut_age","first_club","debut_year","transfermarkt_url.y","explanation"
316,"Juan Mata","es ESP","FW,MF","Chelsea",24,1988,35,31,2727,30.3,12,12,24,12,0,0,3,0,0.4,0.4,0.79,0.4,0.79,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44068,"Juan Mata","https://www.transfermarkt.com/juan-mata/profil/spieler/44068","2/9/2007","19 years 04 months 05 days","19","LaLiga","27/08/2006","18","18","Segunda División","18","first scrap players","Juan Mata","https://www.transfermarkt.com/juan-mata/profil/spieler/44068","Success","spieler","Juan Mata","28/04/1988 (37)","Burgos","1,70 m","Spain","Midfield - Attacking Midfield","left","Not found","Melb. Victory","16/09/2025","30/06/2026","adidas",5,119,26,"No","Not found","64",5,"first scrap players transfer","Juan Mata","https://fbref.com/en/players/29733c72/Juan-Mata","Success","Not found","April 28, 1988 (Age: 37-211d)","Villafranca Montes de Oca, Spain","170","Spain","FW-MF (AM-WM)","Left","2006-2007","18 years","Real Madrid B","2006","https://www.transfermarkt.com/juan-mata/profil/spieler/44068","first scrap players fbref"
317,"Emmanuel Mayuka","zm ZAM","FW","Southampton",21,1990,11,1,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55709,"Emmanuel Mayuka","https://www.transfermarkt.com/emmanuel-mayuka/profil/spieler/55709","15/11/2008","17 years 11 months 25 days","17","Ligat ha'Al","11/9/2015","24","24","Ligue 2","17","first scrap players","Emmanuel Mayuka","https://www.transfermarkt.com/emmanuel-mayuka/profil/spieler/55709","Success","spieler","Emmanuel Mayuka","21/11/1990 (35)","Kabwe","1,78 m","Zambia","Attack - Centre-Forward","right","Not found","NAPSA Stars","1/1/2023","-","Nike",1,131,17,"Yes","1/1/2023","Not found",1,"first scrap players transfer","Emmanuel Mayuka","https://fbref.com/en/players/126fd532/Emmanuel-Mayuka","Success","Not found","21-Nov-90","Not found","180","Zambia","FW","Both","2010-2011","19 years","Young Boys","2010","https://www.transfermarkt.com/emmanuel-mayuka/profil/spieler/55709","first scrap players fbref"
318,"Stéphane Mbia","cm CMR","DF,MF","QPR",26,1986,29,29,2412,26.8,0,3,3,0,0,0,9,1,0,0.11,0.11,0,0.11,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27470,"Stéphane Mbia","https://www.transfermarkt.com/stphane-mbia/profil/spieler/27470","19/02/2005","18 years 08 months 30 days","18","Ligue 1","10/10/2021","35","35","Segunda División","18","first scrap players","Stéphane Mbia","https://www.transfermarkt.com/stphane-mbia/profil/spieler/27470","Success","spieler","Stéphane Mbia","20/05/1986 (39)","Yaoundé","1,89 m","Cameroon  France","Midfield - Defensive Midfield","right","Not found","Without Club","1/7/2024","-","adidas",11,662,97,"No","Not found","Not found",6,"first scrap players transfer","Stéphane Mbia","https://fbref.com/en/players/c39d9657/Stephane-Mbia","Success","Not found","20-May-86","Not found","190","Cameroon","DF-MF (CB-DM)","Right","2004-2005","18 years","Rennes","2004","https://www.transfermarkt.com/stphane-mbia/profil/spieler/27470","first scrap players fbref"
319,"Jobi McAnuff","jm JAM","MF","Reading",30,1981,38,38,3266,36.3,0,7,7,0,0,0,5,0,0,0.19,0.19,0,0.19,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14047,"Jobi McAnuff","https://www.transfermarkt.com/jobi-mcanuff/profil/spieler/14047","18/08/2012","30 years 09 months 09 days","30","Premier League","25/08/2001","19","19","First Division (until 03/04)","19","first scrap players","Jobi McAnuff","https://www.transfermarkt.com/jobi-mcanuff/profil/spieler/14047","Success","spieler","Jobi McAnuff","09/11/1981 (44)","London","N/A","Jamaica  England","Attack - Left Winger","N/A","Not found","Leyton Orient","9/5/2021","-","Not found",0,0,0,"Yes","9/5/2021","Not found",0,"first scrap players transfer","Jobi McAnuff","https://fbref.com/en/players/0f602616/Jobi-McAnuff","Success","Not found","9-Nov-81","Not found","180","Jamaica jm  Other: England","MF (CM)","Right","2001-2002","19 years","Wimbledon","2001","https://www.transfermarkt.com/jobi-mcanuff/profil/spieler/14047","first scrap players fbref"
320,"James McArthur","sct SCO","MF","Wigan Athletic",24,1987,34,24,2413,26.8,3,2,5,3,0,0,7,0,0.11,0.07,0.19,0.11,0.19,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41416,"James McArthur","https://www.transfermarkt.com/james-mcarthur/profil/spieler/41416","11/8/2008","20 years 10 months 04 days","20","Scottish Premiership","20/08/2005","17","17","Scottish Championship","17","first scrap players","James McArthur","https://www.transfermarkt.com/james-mcarthur/profil/spieler/41416","Success","spieler","James McArthur","07/10/1987 (38)","Glasgow","1,78 m","Scotland","Midfield - Central Midfield","both","Not found","Crystal Palace","7/8/2023","-","Not found",6,246,36,"Yes","7/8/2023","Not found",5,"first scrap players transfer","James McArthur","https://fbref.com/en/players/cee31595/James-McArthur","Success","Not found","7-Oct-87","Not found","178","Scotland sct","MF (CM-WM)","Right","2007-2008","19 years","Hamilton Acad.","2007","https://www.transfermarkt.com/james-mcarthur/profil/spieler/41416","first scrap players fbref"
321,"Gareth McAuley","nir NIR","DF","West Brom",32,1979,36,36,3240,36,3,2,5,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40567,"Gareth McAuley","https://www.transfermarkt.com/gareth-mcauley/profil/spieler/40567","24/09/2011","31 years 09 months 19 days","31","Premier League","23/09/2006","26","26","Championship","26","first scrap players","Gareth McAuley","https://www.transfermarkt.com/gareth-mcauley/profil/spieler/40567","Success","spieler","Gareth McAuley","05/12/1979 (45)","Glenoe","1,91 m","Northern Ireland","Defender - Centre-Back","right","Not found","Rangers","30/09/2019","-","Not found",3,217,34,"Yes","30/09/2019","Not found",3,"first scrap players transfer","Gareth McAuley","https://fbref.com/en/players/ac7d7378/Gareth-McAuley","Success","Not found","5-Dec-79","Not found","191","Northern Ireland nir","DF (CB)","Right","2004-2005","24 years","Lincoln City","2004","https://www.transfermarkt.com/gareth-mcauley/profil/spieler/40567","first scrap players fbref"
322,"Alex McCarthy","eng ENG","GK","Reading",22,1989,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95976,"Alex McCarthy","https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976","16/09/2012","22 years 09 months 13 days","22","Premier League","19/02/2011","21","21","Championship","21","first scrap players","Alex McCarthy","https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976","Success","spieler","Alex McCarthy","03/12/1989 (35)","Guildford","1,93 m","England","Goalkeeper","right","Not found","Southampton","1/8/2016","30/06/2026","Not found",7,654,105,"No","Not found","1",6,"first scrap players transfer","Alex McCarthy","https://fbref.com/en/players/36c2ca73/Alex-McCarthy","Success","Not found","December 3, 1989 (Age: 35-357d)","Guildford, England, United Kingdom","193","England eng","GK","Right","2007-2008","17 years","Woking","2007","https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976","first scrap players fbref"
323,"James McCarthy","ie IRL","MF","Wigan Athletic",21,1990,38,38,3374,37.5,3,2,5,3,0,0,7,0,0.08,0.05,0.13,0.08,0.13,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45333,"James McCarthy","https://www.transfermarkt.com/james-mccarthy/profil/spieler/45333","11/8/2008","17 years 08 months 30 days","17","Scottish Premiership","30/09/2006","15","15","Scottish Championship","15","first scrap players","James McCarthy","https://www.transfermarkt.com/james-mccarthy/profil/spieler/45333","Success","spieler","James McCarthy","12/11/1990 (35)","Glasgow","1,80 m","Ireland  Scotland","Midfield - Central Midfield","right","Not found","Without Club","1/8/2024","-","Not found",10,827,145,"No","Not found","Not found",5,"first scrap players transfer","James McCarthy","https://fbref.com/en/players/64b08de7/James-McCarthy","Success","Not found","12-Nov-90","Not found","180","Republic of Ireland ie  Other: Scotland","MF","Right","2007-2008","16 years","Hamilton Acad.","2007","https://www.transfermarkt.com/james-mccarthy/profil/spieler/45333","first scrap players fbref"
324,"George McCartney","nir NIR","DF","West Ham",31,1981,12,9,879,9.8,0,2,2,0,0,0,2,0,0,0.2,0.2,0,0.2,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3775,"George McCartney","https://www.transfermarkt.com/george-mccartney/profil/spieler/3775","24/02/2001","19 years 09 months 26 days","19","Premier League","9/8/2003","22","22","First Division (until 03/04)","19","first scrap players","George McCartney","https://www.transfermarkt.com/george-mccartney/profil/spieler/3775","Success","spieler","George McCartney","29/04/1981 (44)","Belfast","1,83 m","Northern Ireland","Defender - Left-Back","left","Not found","West Ham","1/7/2014","-","Not found",6,323,60,"Yes","1/7/2014","Not found",4,"first scrap players transfer","George McCartney","https://fbref.com/en/players/f6c4946d/George-McCartney","Success","Not found","29-Apr-81","Not found","183","Northern Ireland nir","DF","Left","2000-2001","19 years","Sunderland","2000","https://www.transfermarkt.com/george-mccartney/profil/spieler/3775","first scrap players fbref"
325,"James McClean","ie IRL","DF,FW","Sunderland",23,1989,36,24,2342,26,2,3,5,2,0,0,4,0,0.08,0.12,0.19,0.08,0.19,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85935,"James McClean","https://www.transfermarkt.com/james-mcclean/profil/spieler/85935","8/9/2008","19 years 04 months 17 days","19","League of Ireland Premier Division","5/3/2010","20","20","League of Ireland First Division","19","first scrap players","James McClean","https://www.transfermarkt.com/james-mcclean/profil/spieler/85935","Success","spieler","James McClean","22/04/1989 (36)","Derry","1,80 m","Ireland  Northern Ireland","Midfield - Left Midfield","left","Not found","Wrexham","4/8/2023","30/06/2027","Not found",4,47,9,"No","Not found","7",2,"first scrap players transfer","James McClean","https://fbref.com/en/players/53538b39/James-McClean","Success","Not found","April 22, 1989 (Age: 36-217d)","Derry, Northern Ireland, United Kingdom","180","Republic of Ireland ie  Other: Northern Ireland","DF-FW-MF (AM-FB-WM, left)","Left","2011-2012","22 years","Sunderland","2011","https://www.transfermarkt.com/james-mcclean/profil/spieler/85935","first scrap players fbref"
326,"Garath McCleary","jm JAM","FW,MF","Reading",25,1987,31,15,1580,17.6,3,2,5,3,0,0,0,0,0.17,0.11,0.28,0.17,0.28,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69653,"Garath McCleary","https://www.transfermarkt.com/garath-mccleary/profil/spieler/69653","18/08/2012","25 years 03 months 03 days","25","Premier League","10/8/2008","21","21","Championship","21","first scrap players","Garath McCleary","https://www.transfermarkt.com/garath-mccleary/profil/spieler/69653","Success","spieler","Garath McCleary","15/05/1987 (38)","Oxford","1,87 m","Jamaica  England","Attack - Right Winger","right","Not found","Gillingham","1/9/2025","30/06/2026","Not found",0,0,0,"No","Not found","7",0,"first scrap players transfer","Garath McCleary","https://fbref.com/en/players/3d383df8/Garath-McCleary","Success","Not found","May 15, 1987 (Age: 38-194d)","Oxford, England, United Kingdom","188","Jamaica jm  Other: England","FW-MF (AM-WM)","Right","2007-2008","20 years","Nott'ham Forest","2007","https://www.transfermarkt.com/garath-mccleary/profil/spieler/69653","first scrap players fbref"
327,"James McFadden","sct SCO","FW,MF","Sunderland",29,1983,3,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9956,"James McFadden","https://www.transfermarkt.com/james-mcfadden/profil/spieler/9956","26/12/2000","17 years 08 months 12 days","17","Scottish Premiership","9/8/2008","25","25","Championship","17","first scrap players","James McFadden","https://www.transfermarkt.com/james-mcfadden/profil/spieler/9956","Success","spieler","James McFadden","14/04/1983 (42)","Glasgow","1,78 m","Scotland","Attack - Second Striker","left","Not found","Queen o. t. S.","1/1/2018","-","Not found",7,427,70,"Yes","1/1/2018","Not found",6,"first scrap players transfer","James McFadden","https://fbref.com/en/players/2cfdae75/James-McFadden","Success","Not found","14-Apr-83","Not found","178","Scotland sct","FW-MF (AM)","Left","2000-2001","17 years","Motherwell","2000","https://www.transfermarkt.com/james-mcfadden/profil/spieler/9956","first scrap players fbref"
328,"Callum McManaman","eng ENG","FW,MF","Wigan Athletic",21,1991,20,8,641,7.1,2,0,2,2,0,0,0,0,0.28,0,0.28,0.28,0.28,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61711,"Callum McManaman","https://www.transfermarkt.com/callum-mcmanaman/profil/spieler/61711","24/05/2009","18 years 29 days","18","Premier League","18/10/2011","20","20","Championship","18","first scrap players","Callum McManaman","https://www.transfermarkt.com/callum-mcmanaman/profil/spieler/61711","Success","spieler","Callum McManaman","25/04/1991 (34)","Huyton","1,74 m","England  Ireland","Attack - Right Winger","right","Not found","Wigan","1/7/2023","30/06/2026","Not found",5,151,25,"No","Not found","20",4,"first scrap players transfer","Callum McManaman","https://fbref.com/en/players/1a5dbcc2/Callum-McManaman","Success","Not found","April 25, 1991 (Age: 34-214d)","Whiston, England, United Kingdom","174","England eng","FW-MF (AM-WM, right)","Right","2008-2009","17 years","Wigan Athletic","2008","https://www.transfermarkt.com/callum-mcmanaman/profil/spieler/61711","first scrap players fbref"
329,"Raul Meireles","pt POR","MF","Chelsea",29,1983,3,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13168,"Raul Meireles","https://www.transfermarkt.com/raul-meireles/profil/spieler/13168","17/08/2003","20 years 05 months 00 days","20","Liga Portugal","12/1/2003","19","19","","19","first scrap players","Raul Meireles","https://www.transfermarkt.com/raul-meireles/profil/spieler/13168","Success","spieler","Raúl Meireles","17/03/1983 (42)","Porto","1,79 m","Portugal","Midfield - Central Midfield","both","Not found","Fenerbahçe","1/7/2016","-","Nike",16,358,123,"Yes","1/7/2016","Not found",6,"first scrap players transfer","Raul Meireles","https://fbref.com/en/players/e767cd27/Raul-Meireles","Success","Not found","17-Mar-83","Not found","180","Portugal","MF","Left","2003-2004","20 years","Boavista","2003","https://www.transfermarkt.com/raul-meireles/profil/spieler/13168","first scrap players fbref"
330,"Per Mertesacker","de GER","DF","Arsenal",27,1984,34,33,3029,33.7,3,0,3,3,0,0,3,1,0.09,0,0.09,0.09,0.09,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6710,"Per Mertesacker","https://www.transfermarkt.com/per-mertesacker/profil/spieler/6710","1/11/2003","19 years 01 month 03 days","19","1.Bundesliga","No second tier career","No second tier career","No second tier career","No second tier career","19","first scrap players","Per Mertesacker","https://www.transfermarkt.com/per-mertesacker/profil/spieler/6710","Success","spieler","Per Mertesacker","29/09/1984 (41)","Hannover","1,99 m","Germany","Defender - Centre-Back","right","Not found","Arsenal","1/7/2018","-","adidas",11,610,97,"Yes","1/7/2018","Not found",6,"first scrap players transfer","Per Mertesacker","https://fbref.com/en/players/5be28712/Per-Mertesacker","Success","Not found","29-Sep-84","Not found","198","Germany","DF (CB)","Right","2003-2004","18 years","Hannover 96","2003","https://www.transfermarkt.com/per-mertesacker/profil/spieler/6710","first scrap players fbref"
331,"David Meyler","ie IRL","MF","Sunderland",23,1989,3,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68183,"David Meyler","https://www.transfermarkt.com/david-meyler/profil/spieler/68183","20/06/2008","19 years 22 days","19","League of Ireland Premier Division","10/11/2012","23","23","Championship","19","first scrap players","David Meyler","https://www.transfermarkt.com/david-meyler/profil/spieler/68183","Success","spieler","David Meyler","29/05/1989 (36)","Cork","1,89 m","Ireland","Midfield - Central Midfield","right","Not found","Reading","30/08/2019","-","adidas",2,140,30,"Yes","30/08/2019","Not found",2,"first scrap players transfer","David Meyler","https://fbref.com/en/players/8ea6417a/David-Meyler","Success","Not found","29-May-89","Not found","189","Republic of Ireland","MF","Right","2009-2010","20 years","Sunderland","2009","https://www.transfermarkt.com/david-meyler/profil/spieler/68183","first scrap players fbref"
332,"Michu","es ESP","FW,MF","Swansea City",26,1986,35,35,2998,33.3,18,2,20,18,0,0,6,0,0.54,0.06,0.6,0.54,0.6,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70789,"Michu","https://www.transfermarkt.com/michu/profil/spieler/70789","28/08/2011","25 years 05 months 07 days","25","LaLiga","16/03/2008","21","21","Segunda División","21","first scrap players","Michu","https://www.transfermarkt.com/michu/profil/spieler/70789","Success","spieler","Michu","21/03/1986 (39)","Oviedo","1,85 m","Spain","Attack - Second Striker","left","Not found","Real Oviedo","1/7/2017","-","adidas",5,359,66,"Yes","1/7/2017","Not found",3,"first scrap players transfer","Michu","https://fbref.com/en/players/98429b7b/Michu","Success","Not found","21-Mar-86","Not found","185","Spain","FW-MF (AM)","Left","2007-2008","21 years","Celta Vigo","2007","https://www.transfermarkt.com/michu/profil/spieler/70789","first scrap players fbref"
333,"Simon Mignolet","be BEL","GK","Sunderland",24,1988,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,0,"Matches","2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50219,"Simon Mignolet","https://www.transfermarkt.com/simon-mignolet/profil/spieler/50219","5/5/2007","19 years 01 month 29 days","19","Jupiler Pro League","13/08/2008","20","20","Challenger Pro League","19","first scrap players","Simon Mignolet","https://www.transfermarkt.com/simon-mignolet/profil/spieler/50219","Success","spieler","Simon Mignolet","06/03/1988 (37)","Sint-Truiden","1,93 m","Belgium","Goalkeeper","right","Not found","Club Brugge","5/8/2019","30/06/2026","Nike",8,260,46,"No","Not found","22",6,"first scrap players transfer","Simon Mignolet","https://fbref.com/en/players/d436eb94/Simon-Mignolet","Success","Not found","March 6, 1988 (Age: 37-264d)","Sint-Truiden, Belgium","193","Belgium","GK","Right","2006-2007","18 years","Sint-Truiden","2006","https://www.transfermarkt.com/simon-mignolet/profil/spieler/50219","first scrap players fbref"
